krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(0),krb(1),krb(1),krb(1),krb(2),krb(2),krb(2),krb(2),krb(2)
-1.6917798705185998,-1.7462838315688993,-0.39919119531032543,-0.8331476031241734,-1.3531151678795583,-2.806070611582357,-5.087422035212439,-3.442292220073583,-13.098204738883897,-3.93727948068973,-4.186313246930939,-11.31858530241896,-7.65587473895224,-11.14559090432462,-2.51823743564982,-6.574509832694292
-1.2404677067659584,-1.3097103365178868,-1.1570414143897638,-1.2834802317485143,-0.9188920844830253,-3.751257624235341,-2.5042704941705862,-5.25426532815131,-2.2899135173562435,-3.03405309894584,-5.732220574632341,-9.985701326467382,-8.813305989109544,-11.48482746139803,-5.4985689804977,-6.6120289208974725
-2.4427827885599176,-1.6325807808639845,-1.535456926480505,-1.6692795984238047,-0.9083561363197824,-2.2696256067859673,-5.116946223849526,-3.5406374028589798,-2.545166975046254,-6.43660506785756,-7.623596274898784,-7.75964046358616,-6.469493558475141,-6.128372721688819,-6.622073202759893,-2.110735317064122
-2.8349184074698446,-1.488829887022106,-1.5103122063461738,-1.4953039575458895,-1.0134826146240108,-5.658312756630851,-1.6280797843788588,-4.654806737745143,-4.431267833317589,-8.56408457530718,-11.695937572455588,-5.697084756066467,-6.304950129325611,-4.634607440398663,-2.2142899870308432,-9.345981741928972
-2.6888781340300905,-1.0109432918658714,-1.300888462329822,-1.698022134573383,-0.30316841125652144,-3.571882706401198,-4.559330404159194,-1.7918480958499858,-6.505528359244112,-9.830471608043768,-8.531560069570803,-3.259829454587677,-8.661157106210338,-9.369739858441386,-8.160943862462746,-2.0523188000678836
-3.14819558279459,-1.757314888033002,-0.7855873584037335,-1.442212397208153,-1.1241592796819693,-3.1184682169678744,-2.1311017313171723,-2.192834024068569,-6.067513849633418,-8.467863822775993,-10.019923331887979,-7.257032489078567,-5.638362189635654,-4.4011356588877675,-7.979867626430403,-1.6304884272304143
-0.7229240600541335,-1.0694218594627403,-1.214404123940747,-1.2345295658594642,-0.7358836891740421,-3.9480078155381424,-3.7370709631152215,-6.073413677632798,-8.745875585234643,-10.89690442452741,-3.6662649287180313,-7.4737716807448376,-10.71954608600402,-7.511086159810748,-5.4899552592595295,-2.0890711356082723
-3.0269728437442307,-2.0849514529576165,-1.0310305394653048,-0.9647047512398605,-1.5911213073096593,-3.323966060501863,-3.8579712216995508,-6.471692279977474,-3.387315351820172,-1.8373127827027567,-5.029505998766847,-11.579529256135416,-10.313918060976974,-11.56004871543027,-7.958166552483734,-2.2670029047260565
-1.6399015849717764,-1.7643601785060543,-1.3884157898654717,-0.9781601687442493,-0.5842101336873731,-5.905291821558524,-3.4720817543508113,-5.178064025556897,-6.092870991760111,-7.148663004123218,-9.109236658359773,-4.222006621574714,-2.8279742647602646,-4.028851835366903,-5.971020552617993,-5.9898037189649544
-2.807739336575244,-2.368818860631332,-1.647234778402313,-0.7211552765590931,-0.4981415532011205,-1.2750892304288446,-2.5608813225265434,-1.8080152486819232,-2.48563487058167,-5.561376722011143,-5.604923926490969,-3.671307079084211,-4.515110196676784,-10.416443647622618,-5.031384582246108,-3.0607388457470055
-3.4710455875659325,-2.231347719174682,-0.38937797669255403,-1.4395262293521118,-0.30528814187746467,-6.410231531902269,-1.8514399166332218,-1.6225823374260457,-7.891941440466632,-9.620072984931157,-6.583432155044181,-7.325554422763618,-6.960075306282314,-5.908557576072878,-3.239570593091032,-3.276031768984429
-2.4996113752280618,-0.6161957010522968,-0.3085184694151733,-1.5620809637215536,-1.0517777458279112,-2.131589146695177,-1.682259350771392,-6.298880907366361,-5.40882745536153,-2.687023382099433,-11.25272997843567,-9.761023516876064,-10.39353999922379,-4.915665627967011,-3.0797077427201147,-7.6092121575799
-2.3142324786145494,-1.2605020440235826,-0.3511034382436313,-0.69943344143522,-0.9472403624726734,-2.9109829891957664,-3.330276910513518,-1.5569802842877722,-12.880288484034079,-5.479238413258077,-5.588343274362105,-10.109076655235572,-11.395055545031639,-3.8378414199712734,-8.235931794637196,-10.183608769258553
-0.9023353968215173,-1.9568679502514865,-0.9185248444094891,-0.6873703210582864,-1.200644550392814,-1.7406979528103135,-4.1876318642185435,-1.8011933304956609,-8.101865234139002,-2.3600112594992573,-3.3504416753531334,-11.856104870012029,-4.772900227526758,-3.8665864175669,-1.7063133087917226,-3.372636822043847
-0.5366504942984802,-1.045713634397989,-0.39558059133357204,-1.5270676048958212,-0.6776410217576222,-4.139329427817351,-4.2109085350967685,-5.990636048355653,-10.842560562523442,-4.404642453157047,-6.608099728675844,-8.863690280256918,-5.2002817414333435,-8.596999407760189,-7.112431266164609,-7.279943329948087
-3.018570525766392,-1.8558993373330104,-1.3238445268452474,-0.5001543512150524,-1.175005330578485,-2.3460239805609886,-1.1571225440885569,-3.5023323451430417,-4.206803039163729,-7.011558061251886,-3.0430357128576135,-6.2987104702152745,-6.216165440813441,-6.1109216975945335,-7.315759924238353,-3.593773095144304
-1.1167212438177248,-2.0374724725899354,-0.758060342330474,-1.1998937088090789,-0.5490145689525288,-1.8128435779156242,-2.008427002813585,-2.0228531924172106,-11.251514593505973,-8.314564122732325,-10.84535004514955,-6.254801215139041,-6.676877009749375,-5.235249371577208,-6.55078056265277,-9.115886536745581
-2.1139294076681874,-0.4131763640140412,-0.34075766494416393,-0.5759195462391904,-0.6358355351827721,-2.1994994153370486,-2.13372752445514,-5.122209818582397,-13.435515649164017,-3.094100969305928,-8.210580633947007,-6.389463816456227,-8.470867035698394,-10.192108219063886,-4.0547801728308395,-8.194986468220186
-2.138405578312083,-2.3705380502884403,-1.146079269604566,-1.3879965996147994,-1.5986813404461797,-1.2677072720329812,-5.281978117817552,-4.984170931666951,-12.871970105594823,-8.033190654505884,-7.1869600411082395,-2.5153906569309306,-3.5150073837765996,-2.2144869894920194,-5.015413474427238,-6.539462201603244
-0.8173351064697267,-1.4760028798339,-0.8925272492099174,-1.293639924643041,-0.7041734718122356,-1.708024652339779,-1.9238079712484797,-5.872972084174901,-10.509652067378095,-12.017945506229713,-10.896221064186358,-9.571615053883004,-3.8455452334382145,-9.971506404197953,-8.288575944356902,-2.8379722652235575
-0.6579032962738645,-1.2752125010830628,-1.4586999035574897,-1.1409545725944434,-1.2342166009228634,-6.842531618030982,-3.376323619070032,-1.2054422776239464,-13.20230888221964,-10.727681520603856,-6.504624846358509,-9.03022327186924,-8.230699875094587,-3.90026205003414,-2.1135381061933107,-8.421199546029872
-0.5859671035144772,-1.969482740916103,-1.3041597225485868,-1.687943319914337,-1.0978621944853377,-2.9863789198005,-2.749863923881164,-4.626655514898993,-6.57094005953953,-4.368776486240974,-10.536016635989599,-12.10457613063766,-11.089259006931872,-11.31044710939199,-4.736253564589726,-4.598064541965762
-1.9047636935112828,-1.9403115937080446,-1.7250944459643196,-1.3984036819032108,-1.6762593662902328,-1.4802630837952453,-4.914837914749098,-3.098402479924758,-9.035057905072302,-2.176471921376123,-11.582122496747761,-2.226675213524224,-10.487137894434877,-2.105185412548311,-5.902154977297396,-5.967468956485675
-1.7119178010616685,-0.638592935414796,-0.45271055056746984,-1.2745027247994776,-1.691286292264762,-2.4821825295627296,-2.27449675760952,-4.9626566669929275,-2.8407919744090875,-2.9802928118533893,-4.165592006899587,-11.738526011698866,-10.427304665764487,-8.707338971992506,-3.272673029878808,-6.628913745039526
-3.091885935421452,-2.316779205540316,-0.2621631725766673,-0.8183909571905906,-0.8927022413038899,-5.1446375505235284,-3.2923577994489026,-6.2399970157334055,-9.776002386292362,-10.241485812808365,-5.561255527396967,-6.631550943357374,-4.8703121595344125,-8.914673547329478,-7.927926293977741,-2.648069467586855
-1.3931889776524276,-1.6421308935243732,-1.518127236122039,-0.8301596887145266,-0.7847482600012412,-1.3951790946490887,-0.8817469399149513,-6.186951482313226,-9.555705104591949,-10.954236136454526,-10.463883242749295,-8.781084721131112,-3.2964949664170784,-2.2062334892603133,-4.386619906930287,-7.423584889270902
-2.5705446805198715,-1.6902942979695839,-0.6813700141906113,-1.4748760759469668,-0.5013623839157155,-2.14704249971536,-4.341929602571405,-6.569839626852933,-11.237818372528455,-3.8376393575920487,-8.955906323475222,-10.31349153850313,-6.181566082642789,-7.336608269444892,-6.776094433183626,-6.455777788124598
-1.2970498977542555,-2.055241912682246,-0.5109474172923886,-0.9337585235865805,-0.7554380943863085,-2.374501378978068,-0.9454038853284215,-2.2538110484538345,-2.1596268824976983,-9.088656386512351,-9.445294197197287,-9.780026228044576,-5.776074954935191,-4.616266385946244,-4.675871206707663,-6.15233101854832
-2.9578076839587966,-0.8317176593077121,-1.4692483829993082,-0.2882224451257567,-0.5353278937276229,-2.0003174384322198,-1.3314813301641073,-6.392341569942664,-8.901764174010742,-8.581954105630622,-5.21818210093565,-7.369910489037742,-3.531381693232176,-2.2525082198390125,-6.153204763934159,-7.373753256441494
-3.0327726526757255,-2.007805571275618,-1.6975087947038625,-0.9173221087903325,-0.4451375528946801,-3.334512463305633,-3.8532949322402748,-3.3283968285091565,-4.0216634634791415,-12.108417781819858,-5.180177617835945,-5.810764670395434,-7.754447642177489,-3.9955643954689375,-1.8684187809303072,-9.409096739642
-1.8755705465434789,-0.38201299937328137,-0.34562460200990947,-0.651254693848009,-1.6066741464018366,-4.744757688121172,-1.2615035168071391,-4.095342864385769,-2.027808266788283,-7.8741002279124865,-10.363086651024696,-4.0143629317233795,-3.78414233322707,-3.275997988723491,-5.816347503313642,-9.143197877611936
-2.250135344788989,-0.5694872537862075,-1.549807591939052,-0.7591557990678057,-1.3944623253573627,-1.059391625635322,-1.8604834599890319,-6.596357552683127,-9.04821530226111,-8.771995382008274,-8.723306493078635,-3.2023995197990587,-8.082215305335628,-10.561922104466984,-5.345679387152408,-5.587060336636156
-1.7048206446462846,-1.7230953675344436,-0.6135674278981796,-0.5508020125054374,-1.0798517502810252,-6.702083855106588,-4.989491232271096,-5.931202701560623,-9.659146381436187,-2.0482383466421905,-2.792349033197657,-4.057721853345023,-8.175444029483577,-4.646756828216597,-2.4758495414521846,-7.78569941591664
-1.2550885222758588,-1.298677837449147,-1.3573987308192579,-0.856528396902736,-0.7454310363121808,-6.610214364189819,-2.6977046170065617,-3.1990212032467342,-2.7251265435869567,-12.24492572186923,-9.828698116007418,-2.5727585689906025,-6.150423364497242,-9.899056039151628,-3.480278395136286,-9.51854747190547
-1.2652629814463534,-1.4483652703546006,-1.1229347566395511,-0.8285088975740963,-1.25630157713923,-1.6693494759337768,-5.252306917750616,-3.60409549690655,-11.314230022651543,-9.11519857320091,-7.805016519025154,-5.7595487834645995,-6.986651511253093,-5.136208263082272,-5.293908534759222,-3.2992230112136935
-2.5972077194996954,-1.84935438695439,-0.3588110777066277,-0.8014342186390553,-1.5252176565483178,-4.977398954459749,-3.021929342919581,-1.8879445547497453,-5.450110426646994,-10.630623132391891,-9.705733376237959,-12.47502650959786,-8.141160230912906,-7.4058381365436645,-2.3660642812138186,-7.323537719588549
-1.6801052540771675,-2.165654202137533,-1.3622721834994853,-0.9819905880162001,-1.3391131776640677,-4.958663998714135,-3.4649093138685596,-2.5468320136418514,-2.6524388882808374,-2.7906553994014978,-7.508506862252363,-9.504481412660715,-8.68525754902862,-3.59621596871963,-2.6638510163645135,-9.136379125104874
-2.1066663352953987,-1.3684627639956155,-1.3733490014634366,-0.30105808988978444,-0.27959004381791347,-5.153186003181791,-3.0893204076376803,-1.7686602490340095,-11.932435343915131,-10.302868177155647,-2.8428969971794236,-3.1182797977996257,-8.9044316520772,-8.319688464657554,-4.1217970536434105,-4.3087824628791696
-0.7710235146874125,-1.672697271441783,-0.31372172612411375,-1.394621142060392,-1.208975002658911,-4.121862029944616,-0.9719120183637365,-4.1813308708222445,-11.551462662194208,-8.25713786126012,-5.377882353758999,-8.846684511890164,-5.620685943833203,-10.745529522547958,-3.5319528864836194,-6.51851520030817
-2.7484390259573077,-0.8475409129569348,-1.6237400013988208,-0.9571039682527188,-1.1073432813562647,-3.3419774420346475,-2.6715360305988534,-4.351654537930937,-4.543473630106414,-6.774886323532236,-8.31009730638079,-1.8659500772822106,-4.974165336274279,-11.083448556244381,-6.234092076911967,-2.2238620495625403
-1.6180501195349342,-2.2587782345565297,-1.2443914225052295,-0.719747620186577,-1.7175456322792342,-4.243808442089399,-2.4030696098187443,-3.63390066589767,-9.54564015228085,-8.60976761266752,-11.493785422834284,-3.7333251939080663,-7.898526548889863,-8.42848459764122,-7.219935856251096,-4.484257280640407
-1.060302551725534,-0.5645334489256033,-1.1366978661814573,-0.2911313260804137,-0.5269664730496603,-3.141402382961328,-4.041978228409363,-4.559371969643161,-6.7635693340966645,-7.087998253756478,-11.824979321041976,-4.38430052111544,-4.386510780076655,-3.371571367327986,-8.475292477574044,-6.700980853749439
-2.3664662777892547,-1.5898876548778573,-1.0516674804505721,-0.6104117836441233,-1.3343313739096363,-4.125051698528868,-2.8727353931283286,-2.2981947053898395,-6.960277549240968,-6.152212669020989,-9.421335534452714,-5.469554608420064,-2.5427642599520324,-9.94970339462542,-3.1027707959072215,-10.07843297528382
-2.77753052457361,-1.3544630339492574,-0.5179724569379947,-0.8890045480845102,-1.4789741030343206,-4.583235854880721,-1.0991837578283477,-1.5683049296688416,-12.533021179333552,-4.6866580009765055,-11.167467840018839,-2.407767382681141,-9.41348127634717,-7.099805017567411,-3.6507785932320744,-3.449724949825203
-3.452560520585208,-0.7933741166556536,-0.3392430626617111,-0.2592790961625448,-0.7316045313032873,-6.237416499879652,-3.914466331167586,-5.310311207100912,-12.082122068849944,-1.9923388261070332,-9.676851983444365,-7.119305819099637,-9.390814941560976,-6.580692055714554,-5.635994616237626,-2.7018989547576444
-0.8474788136223012,-2.32113766459827,-1.061029134317992,-1.6461401794392034,-1.2626543717437042,-6.148369275966386,-0.9816098573212079,-1.4292062204116927,-7.1081474625776755,-11.398888637737548,-7.636160521838738,-6.8087010495917095,-1.705883767011169,-8.449662768980955,-2.3408303461290356,-10.020681716066466
-2.7717258218375638,-2.336923527928623,-0.521517875650047,-0.2929867998636303,-0.7094708285463386,-7.167728508025482,-3.1823890104942603,-6.064528483078731,-3.1985974458045865,-5.970862931413553,-3.6858584586203396,-11.03323900986949,-1.764163922864487,-9.063034815224507,-4.577817761012145,-7.541367464059792
-1.8319416911307091,-0.9653418840478069,-1.1803430664315413,-1.422622009376082,-0.8094243610479065,-3.188528605929801,-1.505944307630177,-1.859980422492018,-12.383448215400069,-2.6114714939157526,-8.574723962880103,-11.945827085085838,-2.135028018667567,-6.377064475656068,-7.651024810882637,-7.625194157332916
-3.4414739129157836,-1.6464107120788423,-0.7895501993849603,-0.31025057882328433,-1.3054713948641932,-2.9745175477252053,-4.924960826818976,-4.583492551424862,-8.245373945847398,-7.048966363193119,-8.429606511572203,-12.061027432341959,-3.4255162844220965,-7.006140621108483,-1.9618631755741456,-4.670922648511891
-0.7140776033831938,-0.9494934122967542,-1.071212744894222,-0.4883281184408539,-1.1965283825571547,-5.706544686468721,-4.1933251451261935,-1.0123500483625714,-10.62051369666322,-9.980290565513705,-3.467015280922079,-5.525827191741323,-5.374921140029941,-6.273694988815853,-8.419021363819688,-10.229575221937365
-1.615786579929951,-1.8277175752110855,-1.4192822345619742,-1.4678734673146212,-0.2565992254269967,-4.333525691951277,-4.064180283133564,-4.057245449594591,-3.6163200188025906,-7.30749549638891,-10.10840631076658,-4.127122373355941,-3.721493735170463,-9.444509775463896,-7.753778060918576,-9.462491472966901
-2.33779146958587,-1.8766242168582434,-1.1745345555941862,-0.914508711243736,-0.45824019156930107,-3.405325421237701,-2.7808289053325193,-2.0788984609137042,-2.824414775320018,-6.5493840427836085,-4.564145707868649,-4.2600836710907775,-10.89285345850506,-8.865952539056778,-1.5610792679038854,-1.7606669618055368
-3.3865779358909402,-1.2924405698014243,-1.199485468458292,-1.6153972002627284,-1.662264425904755,-7.012437082159744,-3.1718332428630323,-2.0434008329878086,-12.952674783481765,-6.65639152588168,-7.3727904477851185,-7.972646755022882,-7.7892303470566775,-8.975427661035233,-6.330079894862397,-1.6055643830441617
-3.2698038594603296,-0.525073311502366,-0.5380826238359724,-1.0458738015170046,-0.8234049772586755,-3.453190054333023,-4.26153036375422,-6.223161913129015,-7.590285052573439,-8.161760764155602,-9.52034977301134,-10.980412102399256,-2.348863778361724,-5.542343849510793,-4.976369003463262,-4.0077789785662175
-0.8681965950005921,-1.5302561319612202,-1.2409452672333947,-1.3618803744526984,-0.8457413901551691,-2.7597469872342364,-3.7865708450576254,-6.129207063846365,-11.881346383934861,-7.211494530896404,-11.074740530016784,-4.583938343597632,-9.928583517732585,-3.9831034430310557,-8.076813484734124,-2.737273081744675
-2.6136383458022605,-0.6844608116628519,-1.5230440585623006,-0.5710359684356883,-0.7388959441547593,-5.045064006463653,-4.565751582116265,-5.604546838564689,-7.280267350695965,-11.793778104538534,-6.953902215787057,-6.158208851397192,-8.624752495314146,-6.972432992753143,-5.555212485133872,-4.617681058245765
-1.0459615259044606,-1.3387038640812854,-0.40874107052061026,-1.3719043009792578,-1.4271409057293691,-2.0698161765056673,-2.1051991382706365,-1.2425201021753818,-10.32607573372347,-8.477066418092711,-2.0949024182776927,-8.807819528150553,-2.7938959726636323,-1.8937514878402297,-6.599622128915554,-1.5730599916771266
-2.01652465601662,-0.8097020762026164,-1.572978348396794,-1.5417009304881695,-0.5741309237294954,-5.827342898899959,-2.5768705580273683,-6.622461349580863,-2.3857981596058746,-3.9650771677333907,-10.349387922025434,-6.282575348722155,-10.843774573492501,-5.0935005252502,-6.37870590316092,-9.884634856727576
-1.4209123677980746,-0.6326443320403488,-0.5458532377046496,-0.5401124175425713,-0.5668993120120592,-2.5194947261034972,-5.406167122630638,-1.9667414053803405,-7.083698787961053,-3.5222718268005195,-9.153167341104652,-4.655135563619105,-11.365655740188181,-2.76228997189848,-2.4338524638318617,-6.909047602070072
-0.9083000203842978,-0.5815345571738617,-1.49055030625316,-1.3434968833249572,-1.489141310546017,-2.088016896177434,-3.4190417695767605,-5.970673077933011,-9.900614613401007,-10.874941046701961,-2.949495417159884,-4.564415975683064,-8.357711389914709,-11.685670179033082,-7.53663219448879,-3.7775743010463496
-2.727149694065083,-2.2500859835895315,-1.6553202668028149,-0.9968737726007224,-1.2135748169930736,-4.419761941543927,-4.1565441571368655,-4.457508467563468,-5.682422241212244,-3.1401177090479107,-4.413240829326448,-4.881877607872979,-6.239969446075313,-2.9193970348275062,-5.054319921730116,-9.794639855742531
-2.307792670551638,-0.3932944497866679,-1.1380548887121547,-1.325767663154625,-1.0211451918284582,-6.927811340958886,-4.911348599464805,-5.684393263965046,-2.613802314549442,-2.551865017702369,-6.485854133732735,-11.304359785699567,-9.844692833779485,-2.3722415009582587,-8.01837758131347,-5.252188299342509
-2.578923179609397,-1.9752324971661233,-0.32440034963872855,-1.2389859510772117,-0.4365119518385062,-3.522405547798286,-2.7060435275089616,-3.429605752927327,-6.423590698805739,-5.159385962030521,-4.22269319065639,-10.125361906470243,-10.156033189077982,-8.392762142592625,-1.2954727130483323,-2.526198578295253
-0.9289834990493897,-0.7991628656132913,-0.3300154775323409,-1.3085825126903154,-0.5075647966521186,-4.699981929643398,-1.3136797047143953,-1.5457056236909756,-10.930829441633488,-11.755948017973125,-4.746710674858998,-5.013254792699442,-2.190156668673593,-9.692666909538596,-7.569860480995995,-3.674076591965891
-1.8861484001793398,-2.1167044525133325,-1.6139478572505803,-0.9905846699711768,-1.0112045539530576,-1.3890902919591888,-0.7887020616249195,-4.564617169195079,-8.209509963498098,-4.151176300444572,-10.796151589248248,-3.9653032079507513,-5.355581058932721,-3.7250480535690285,-5.200399401933424,-7.160513366936069
-3.217660137620102,-1.122395545503672,-0.5674271301670955,-1.7200845140464653,-1.4150255579164266,-2.821109242956468,-2.1656461750191816,-3.850026001774284,-6.137753007546678,-7.789107806880108,-7.683066160591172,-2.8094300019384115,-6.728773431353423,-3.328385470558967,-6.952986842837825,-4.066216632521314
-2.6032568430766307,-1.1511553540666233,-0.4327841626047873,-1.4538499026320304,-1.602691413464643,-4.10546996101833,-3.649055663530412,-5.6209456808748985,-8.146364684648159,-8.833510128385385,-7.213999272555755,-12.802651201989988,-6.998050433183467,-10.805377076829366,-4.244784355788168,-1.9544323523345424
-2.0241183630019126,-1.9894527442543324,-1.5441685900567101,-0.4397389543972395,-1.178995546647204,-6.7094414524841,-4.41037205820345,-5.273037894924801,-6.359028377187929,-9.733720548883209,-1.9633800152013083,-3.7044360077253478,-2.638232334783838,-4.415534438092667,-2.8044014708759746,-5.213493271512416
-0.8102080111650533,-1.6293363828025518,-1.3492792086904464,-1.6090199346895644,-1.3853432397870613,-4.1722384873939475,-2.897839230150442,-2.4406013389126144,-8.168335890956298,-6.535119390310179,-4.533245524323389,-4.308836648201685,-4.272361108711271,-6.710485192104742,-2.3052851165481565,-10.208280746715927
-3.020428109071505,-2.2367253590091174,-1.2249254169704915,-1.2726303476520768,-1.1472049986437016,-1.2096561947083448,-4.513399315990936,-6.201632212632296,-9.308209360932738,-8.852212644070098,-6.002867428614197,-7.167699432822851,-6.003485086085069,-11.041035649557084,-4.476609530145376,-7.954878489482112
-1.2243270225492513,-0.47888627465396405,-0.7319932745531096,-0.6949514202091528,-1.749192164105529,-5.857339201433671,-2.7112795891669865,-3.155984022219193,-8.667668858044895,-7.08329946918598,-4.719686821496337,-8.18689341542573,-4.693443553596051,-3.2133044118550558,-8.78803039323278,-7.189282402008642
-0.6722089548849667,-0.41738819180198355,-0.5045540532121169,-0.35004085820837966,-1.5861265783766179,-3.2997723215283967,-2.088657137809359,-2.807874594692823,-6.3378903366064625,-3.744735485559273,-5.768143141145608,-4.428352520809785,-3.924172907744071,-9.697244822127525,-6.4643611093767355,-8.496165527413837
-1.3759095389844311,-2.235091635344536,-1.0216647086158113,-0.2982988671844688,-1.4389084870127338,-6.11809770893789,-1.3654070183970064,-5.793670925819459,-12.453458049697097,-12.033632879705918,-11.142956026708069,-10.617814349027913,-9.64690237016724,-3.12563037131623,-8.028892694811573,-10.119381210704583
-0.7660522245140482,-1.9148495652620976,-0.3679512255729879,-1.1379691638674478,-1.1448648190401531,-5.277354001650327,-4.93824265071396,-6.542420208906005,-5.807617326853298,-6.632542020876895,-8.535435646975667,-9.694179175353678,-1.6510552112685655,-6.814235724194459,-7.8286337218485365,-4.982262050073351
-3.1708659637493373,-0.4636454410562355,-1.0011748156815858,-0.3304787534050033,-1.1800231276778335,-1.351551373966589,-2.2949981808521542,-1.2983586905730693,-9.825854225779175,-6.9747037954566835,-11.632454667888272,-5.435852052032002,-5.941160105387116,-8.468897401957454,-1.5721961007331873,-3.9741371154200764
-0.5605512156358717,-2.2814613968943753,-1.6099507993383033,-1.6347155869393561,-1.1882279356084053,-3.9887376036631728,-3.9495718937436832,-6.425166592833293,-12.67609255075211,-7.207337257030291,-10.581828471192084,-8.01083613306902,-9.911085644389061,-6.556420691040432,-3.77966981858189,-5.548125585650036
-3.368430356421039,-1.714486345925801,-1.7166527410422714,-0.9423157910670733,-0.9674359310110519,-6.56981724107545,-5.244022808893019,-4.32349026195994,-11.895236354094063,-4.305901427741203,-9.464546043346633,-8.235455404061854,-9.114388078731114,-11.122565287563532,-1.4531193792319697,-7.690533483742742
-1.9148619992115128,-1.9663818265195088,-0.5695345305875776,-0.7533313393021707,-1.7065619345165928,-6.371741292750549,-1.9557121743578103,-4.471413585413804,-11.527886988827184,-1.9621429398641697,-4.513708251808998,-7.091373193020833,-9.664612378887695,-7.808150783109958,-5.153445241935298,-3.8542785002597717
-1.3983112884189661,-1.1092520683026386,-1.2848609413186085,-1.0289701939076443,-0.7210482442060127,-5.919483769564133,-5.210746153564912,-3.762859448916516,-11.099161520709,-9.520062745257917,-11.714298612633659,-9.652972188581494,-5.570474547055504,-8.837911390205544,-3.9649667688769945,-8.11684826457548
-3.493855491300361,-1.8060472867441066,-0.31696396733264537,-0.5025220335568563,-1.073883649863776,-6.734172301693068,-2.796150816533779,-4.724857855540791,-12.730999890179056,-2.447029927770622,-3.2869668356540136,-5.151513881286208,-6.063962843171684,-3.231324464239112,-7.744717065629834,-7.048457039040445
-0.5918551162400947,-1.0530670183118902,-1.6151117338907903,-1.3141609445751048,-1.0251084770462344,-4.0800243078530265,-1.339325475361676,-5.518021563876126,-4.774791572393506,-10.279959169807709,-4.052704981094746,-3.805813406568229,-3.2595876568635838,-3.309250077378029,-4.160439433913891,-6.819708438521606
-2.4788186147191693,-0.5605726245026031,-1.32441418425905,-1.2957088522508657,-1.3678922423540956,-3.212468184868197,-3.2555137843620217,-1.819285499075869,-9.409009351333763,-3.8118328674294393,-11.752599552020625,-7.874087747190979,-5.103449741272801,-4.386136881400043,-4.336798836658289,-3.027137161269793
-0.5665580845726714,-2.2538128561551396,-0.8866512112978444,-0.45317221572244387,-1.3482696848410483,-3.412449501122859,-4.14767677929283,-4.018752431657811,-7.1359106531702015,-6.065705218693324,-8.09438777780024,-2.977351370074163,-9.79992325446277,-10.483307077524888,-7.722514541934435,-1.5955150716372095
-1.21342327935451,-0.7084577239810761,-1.502919909102351,-0.34163035964165733,-0.5807990015379344,-1.4547060023936682,-4.607650995364299,-2.7256550132721786,-6.924509092577895,-4.385921773736559,-3.168436014698739,-3.298231768058839,-2.5789429339220757,-11.860460328818487,-2.646407291246969,-9.16131561577975
-1.6223109818528574,-2.350703921162932,-1.6515432636900833,-0.7898690111862062,-1.0753309203789188,-6.384665412177148,-1.8867171235605287,-3.674140955496014,-10.712214690575479,-10.522183462980882,-3.9712555806204066,-9.37832434058527,-2.5395610671404305,-10.608443717598998,-3.1884616204685496,-4.106370924342599
-2.6947273008944483,-0.5581750563835348,-0.8061444955718654,-1.3018810762914832,-1.070938212333759,-6.749903795080849,-1.4237982399508229,-4.998241525264932,-9.261188055451871,-10.406230824072374,-8.364334803538025,-3.4807958432545343,-9.402956740902068,-10.50459459312275,-6.293704569942818,-5.79482657615697
-0.957844133149016,-1.0312752077942122,-0.7113861604724065,-1.1067210413274062,-0.6163256604876335,-2.578966272803912,-3.213467528875285,-1.6244693270426072,-9.50517785385723,-2.990945859123145,-5.1928390222622545,-4.468047840572927,-3.9332711450170668,-6.304816293989155,-2.4676095164751684,-10.00569582470997
-0.5730871580393021,-1.0731965767420886,-0.6253742770453841,-1.3925283646449556,-0.2998513066346007,-2.1707155587588947,-3.875138342122604,-3.6998992731679294,-4.697006876523705,-7.2449879176718905,-4.128215180252932,-8.410875254503878,-5.21952796084577,-1.9594210228954538,-4.407369989320393,-8.389862663285934
-3.438227087166299,-1.4450112433481257,-1.4292414404149039,-1.655137709665671,-0.6554040714129485,-6.548852184356251,-1.3999953440826265,-4.050377186259782,-8.428062827747187,-8.291163937481652,-3.129528431937815,-5.8621695847717135,-9.042615062555814,-4.1162521801922045,-8.48364254979932,-6.560508265735073
-1.411375268190635,-0.9170315023118083,-1.0886199106891343,-0.9499473809955629,-0.48083006381674986,-4.314310213321221,-2.550248435556439,-6.156338940544916,-13.084602985559624,-4.535992733650918,-1.9914189453578817,-6.509537457961894,-8.939974170934072,-8.089375496833995,-6.9275104349966945,-8.851882835590475
-3.1265847562362996,-0.9806279816287347,-0.9450942070579416,-1.2445095065003349,-1.3282491420322144,-5.475670111457347,-1.0712843440293018,-1.504932482736268,-9.99423901786459,-11.732995545139676,-7.029715747200068,-11.832595325278483,-7.8210626937627366,-10.10314695371827,-4.2308614262092,-1.8115796502509103
-1.089878599670435,-2.002426823945483,-0.5947328595648822,-1.034753402534239,-0.7123797702387282,-4.463241761613091,-1.58567358901903,-5.675357305521483,-12.504280832156805,-6.196766706223421,-6.792079171682036,-8.003322667815759,-4.610650480613884,-1.8820820275684278,-5.436757366641954,-8.82715938136641
